index,wiki_name,wiki_artist,year,sp_id,sp_name,sp_artist,duration,audio_features,flag
1558,"""the streak""",ray stevens,1974,3HiIBzaoBkOTLmRYkdsusv,the streak - 1974 #1pop; #3country billboard chart hit,ray stevens,197733,"{'danceability': 0.698, 'energy': 0.526, 'key': 0, 'loudness': -14.338, 'mode': 1, 'speechiness': 0.298, 'acousticness': 0.637, 'instrumentalness': 0, 'liveness': 0.919, 'valence': 0.763, 'tempo': 119.827}",0
1559,"""bennie and the jets""",elton john,1974,5Wj1rJnCLpMHdLaxsFtJLs,bennie and the jets - remastered 2014,elton john,322548,"{'danceability': 0.665, 'energy': 0.673, 'key': 0, 'loudness': -7.95, 'mode': 1, 'speechiness': 0.0493, 'acousticness': 0.259, 'instrumentalness': 7.62e-06, 'liveness': 0.497, 'valence': 0.779, 'tempo': 132.642}",0
1560,"""one hell of a woman""",mac davis,1974,7Eq6uD4xcTs4Ddmyv6Ttjs,one hell of a woman,mac davis,171960,"{'danceability': 0.634, 'energy': 0.428, 'key': 9, 'loudness': -16.536, 'mode': 1, 'speechiness': 0.0471, 'acousticness': 0.344, 'instrumentalness': 0.00253, 'liveness': 0.0997, 'valence': 0.61, 'tempo': 120.161}",0
1561,"""until you come back to me (thats what im gonna do)""",aretha franklin,1974,3iX0BMs9dX9CsgrHhiB173,until you come back to me (thats what im gonna do),aretha franklin,208466,"{'danceability': 0.664, 'energy': 0.634, 'key': 2, 'loudness': -6.348, 'mode': 1, 'speechiness': 0.0349, 'acousticness': 0.683, 'instrumentalness': 3.34e-05, 'liveness': 0.221, 'valence': 0.666, 'tempo': 93.914}",0
1562,"""jungle boogie""",kool & the gang,1974,3K0SJUQNbOkUprTFcwwAKN,jungle boogie,kool & the gang,186533,"{'danceability': 0.808, 'energy': 0.85, 'key': 5, 'loudness': -8.772, 'mode': 1, 'speechiness': 0.0868, 'acousticness': 0.115, 'instrumentalness': 0.000109, 'liveness': 0.316, 'valence': 0.717, 'tempo': 106.855}",0
1563,"""midnight at the oasis""",maria muldaur,1974,5VBcEJ4mtXTmVEJtc7hx2g,midnight at the oasis,maria muldaur,229506,"{'danceability': 0.705, 'energy': 0.499, 'key': 1, 'loudness': -7.969, 'mode': 1, 'speechiness': 0.0265, 'acousticness': 0.409, 'instrumentalness': 6.59e-05, 'liveness': 0.103, 'valence': 0.391, 'tempo': 98.686}",0
1564,"""you make me feel brand new""",the stylistics,1974,73GR50SgGV5hybgWDSFWtD,you make me feel brand new,the stylistics,288440,"{'danceability': 0.453, 'energy': 0.359, 'key': 7, 'loudness': -8.567, 'mode': 1, 'speechiness': 0.0247, 'acousticness': 0.849, 'instrumentalness': 3.02e-05, 'liveness': 0.137, 'valence': 0.178, 'tempo': 76.015}",0
1565,"""show and tell""",al wilson,1974,2vhW1OmaZDYi63Da9d8R5o,show and tell,al wilson,207986,"{'danceability': 0.37, 'energy': 0.418, 'key': 2, 'loudness': -11.305, 'mode': 1, 'speechiness': 0.0266, 'acousticness': 0.303, 'instrumentalness': 0, 'liveness': 0.0832, 'valence': 0.926, 'tempo': 177.576}",0
1566,"""spiders and snakes""",jim stafford,1974,1VREN3iKxfXrN6koXcXWPM,spiders & snakes,jim stafford,186666,"{'danceability': 0.657, 'energy': 0.722, 'key': 4, 'loudness': -9.014, 'mode': 1, 'speechiness': 0.0548, 'acousticness': 0.337, 'instrumentalness': 0.000694, 'liveness': 0.164, 'valence': 0.904, 'tempo': 163.735}",0
1567,"""rock on""",david essex,1974,0uPIwcT6OdJ5BAJdYkxVp9,rock on,david essex,204186,"{'danceability': 0.676, 'energy': 0.292, 'key': 11, 'loudness': -14.448, 'mode': 1, 'speechiness': 0.34, 'acousticness': 0.723, 'instrumentalness': 0.00189, 'liveness': 0.433, 'valence': 0.649, 'tempo': 74.798}",0
1568,"""sunshine on my shoulders""",john denver,1974,3m8lTUL5GxGUNSaycI77ND,sunshine on my shoulders,john denver,311893,"{'danceability': 0.322, 'energy': 0.168, 'key': 10, 'loudness': -13.893, 'mode': 1, 'speechiness': 0.0336, 'acousticness': 0.915, 'instrumentalness': 0.000223, 'liveness': 0.117, 'valence': 0.259, 'tempo': 146.68}",0
1569,"""sideshow""",blue magic,1974,0fopVbPW7N5BK0sOybQCq2,sideshow,blue magic,251520,"{'danceability': 0.586, 'energy': 0.337, 'key': 7, 'loudness': -13.165, 'mode': 1, 'speechiness': 0.0347, 'acousticness': 0.837, 'instrumentalness': 0, 'liveness': 0.628, 'valence': 0.543, 'tempo': 133.229}",0
1570,"""hooked on a feeling""",blue swede,1974,6Ac4NVYYl2U73QiTt11ZKd,hooked on a feeling,blue swede,172866,"{'danceability': 0.547, 'energy': 0.82, 'key': 8, 'loudness': -6.728, 'mode': 1, 'speechiness': 0.0805, 'acousticness': 0.261, 'instrumentalness': 0, 'liveness': 0.3, 'valence': 0.933, 'tempo': 118.208}",0
1571,"""billy dont be a hero""",bo donaldson and the heywoods,1974,6ZqgJAbxuEUjazBLN5V0U4,"billy, dont be a hero",bo donaldson & the heywoods,205866,"{'danceability': 0.701, 'energy': 0.69, 'key': 11, 'loudness': -10.27, 'mode': 1, 'speechiness': 0.0398, 'acousticness': 0.0227, 'instrumentalness': 0, 'liveness': 0.173, 'valence': 0.964, 'tempo': 122.189}",0
1572,"""band on the run""",paul mccartney and wings,1974,0aCwxQS9Okv3683jgntcwA,band on the run,paul mccartney,313066,"{'danceability': 0.472, 'energy': 0.582, 'key': 7, 'loudness': -9.306, 'mode': 1, 'speechiness': 0.032, 'acousticness': 0.0579, 'instrumentalness': 0.000783, 'liveness': 0.183, 'valence': 0.652, 'tempo': 125.136}",0
1573,"""the most beautiful girl""",charlie rich,1974,542C7PqR1oEfl63hlhQO4V,the most beautiful girl,charlie rich,161906,"{'danceability': 0.576, 'energy': 0.318, 'key': 7, 'loudness': -14.366, 'mode': 1, 'speechiness': 0.0286, 'acousticness': 0.661, 'instrumentalness': 7.47e-06, 'liveness': 0.167, 'valence': 0.41, 'tempo': 103.493}",0
1574,"""time in a bottle""",jim croce,1974,561F1zqRwGPCTMRsLsXVtL,time in a bottle,jim croce,146175,"{'danceability': 0.544, 'energy': 0.265, 'key': 2, 'loudness': -11.952, 'mode': 1, 'speechiness': 0.035, 'acousticness': 0.848, 'instrumentalness': 0, 'liveness': 0.196, 'valence': 0.7, 'tempo': 133.837}",0
1575,"""annies song""",john denver,1974,4J0DbyODwZJcmIAiTSJfMF,annies song,john denver,180693,"{'danceability': 0.304, 'energy': 0.305, 'key': 2, 'loudness': -10.879, 'mode': 1, 'speechiness': 0.0298, 'acousticness': 0.871, 'instrumentalness': 0.00368, 'liveness': 0.367, 'valence': 0.464, 'tempo': 146.066}",0
1576,"""let me be there""",olivia newton-john,1974,5xWouoFr2cBudxLuTy4jfA,let me be there,delta goodrem,184413,"{'danceability': 0.583, 'energy': 0.659, 'key': 9, 'loudness': -6.095, 'mode': 1, 'speechiness': 0.03, 'acousticness': 0.000304, 'instrumentalness': 0, 'liveness': 0.13, 'valence': 0.727, 'tempo': 125.313}",0
1577,"""sundown""",gordon lightfoot,1974,0SjnBEHZVXgCKvOrpvzL2k,sundown,gordon lightfoot,213400,"{'danceability': 0.794, 'energy': 0.427, 'key': 11, 'loudness': -15.492, 'mode': 1, 'speechiness': 0.029, 'acousticness': 0.334, 'instrumentalness': 1.04e-05, 'liveness': 0.0703, 'valence': 0.751, 'tempo': 105.732}",0
1578,"""(youre) having my baby""",paul anka,1974,5PuAFxKmqG72uKyoo11zpQ,(youre) having my baby,paul anka,156293,"{'danceability': 0.596, 'energy': 0.589, 'key': 0, 'loudness': -8.747, 'mode': 1, 'speechiness': 0.037, 'acousticness': 0.551, 'instrumentalness': 0, 'liveness': 0.0897, 'valence': 0.587, 'tempo': 75.288}",0
1579,"""rock me gently""",andy kim,1974,2qh2VGAOYFXLsMbdATRf6w,rock me gently,andy kim,208333,"{'danceability': 0.719, 'energy': 0.703, 'key': 0, 'loudness': -8.306, 'mode': 1, 'speechiness': 0.0545, 'acousticness': 0.231, 'instrumentalness': 9e-05, 'liveness': 0.129, 'valence': 0.776, 'tempo': 123.173}",0
1580,"""boogie down""",eddie kendricks,1974,4rCzjErgNGgyFCMIKWlBcI,boogie down,eddie kendricks,233066,"{'danceability': 0.718, 'energy': 0.65, 'key': 5, 'loudness': -10.2, 'mode': 0, 'speechiness': 0.0299, 'acousticness': 0.258, 'instrumentalness': 0.0194, 'liveness': 0.325, 'valence': 0.921, 'tempo': 114.543}",0
1581,"""youre sixteen""",ringo starr,1974,4MAxWahEbzU8m4bD6mSZg9,youre sixteen (you’re beautiful and you’re mine),ringo starr,169693,"{'danceability': 0.665, 'energy': 0.629, 'key': 8, 'loudness': -12.852, 'mode': 1, 'speechiness': 0.0441, 'acousticness': 0.0381, 'instrumentalness': 1.84e-05, 'liveness': 0.0637, 'valence': 0.856, 'tempo': 124.265}",0
1582,"""if you love me (let me know)""",olivia newton-john,1974,3WhhsZPVmUxCeCjaJt9eXD,if you love me (let me know) - live,elvis presley,178346,"{'danceability': 0.556, 'energy': 0.501, 'key': 9, 'loudness': -11.948, 'mode': 1, 'speechiness': 0.0314, 'acousticness': 0.0792, 'instrumentalness': 0.000102, 'liveness': 0.895, 'valence': 0.842, 'tempo': 146.314}",1
1583,"""dark lady""",cher,1974,16ShgoIW9TtfzUFHOJJIvC,dark lady,cher,209200,"{'danceability': 0.527, 'energy': 0.405, 'key': 8, 'loudness': -14.534, 'mode': 1, 'speechiness': 0.0385, 'acousticness': 0.49, 'instrumentalness': 0, 'liveness': 0.0936, 'valence': 0.439, 'tempo': 146.721}",0
1584,"""best thing that ever happened to me""",gladys knight & the pips,1974,0bYwN4LqZYLfs9ZEHPXjBC,best thing that ever happened to me,gladys knight & the pips,224986,"{'danceability': 0.352, 'energy': 0.545, 'key': 1, 'loudness': -11.939, 'mode': 0, 'speechiness': 0.0871, 'acousticness': 0.309, 'instrumentalness': 0.0563, 'liveness': 0.106, 'valence': 0.459, 'tempo': 189.498}",0
1585,"""feel like makin love""",roberta flack,1974,7gkboYtvhuXNS4EUwmFPcw,feel like makin love,roberta flack,175400,"{'danceability': 0.681, 'energy': 0.264, 'key': 8, 'loudness': -21.861, 'mode': 1, 'speechiness': 0.0309, 'acousticness': 0.833, 'instrumentalness': 0.441, 'liveness': 0.103, 'valence': 0.692, 'tempo': 93.809}",0
1586,"""just dont want to be lonely""",the main ingredient,1974,2sFPuANmnZ9jIjmpqJntRO,just dont want to be lonely,the main ingredient,213186,"{'danceability': 0.549, 'energy': 0.493, 'key': 7, 'loudness': -12.853, 'mode': 0, 'speechiness': 0.0382, 'acousticness': 0.787, 'instrumentalness': 0.000636, 'liveness': 0.124, 'valence': 0.901, 'tempo': 152.318}",0
1587,"""nothing from nothing""",billy preston,1974,72PoJMDfdaw9gGECgA9kTZ,nothing from nothing,billy preston,156200,"{'danceability': 0.808, 'energy': 0.83, 'key': 9, 'loudness': -3.995, 'mode': 0, 'speechiness': 0.0283, 'acousticness': 0.613, 'instrumentalness': 0.0112, 'liveness': 0.198, 'valence': 0.909, 'tempo': 102.8}",0
1588,"""rock your baby""",george mccrae,1974,16KwF7IrKHTVTitUKH58g3,rock your baby,george mccrae,200053,"{'danceability': 0.594, 'energy': 0.906, 'key': 1, 'loudness': -5.536, 'mode': 1, 'speechiness': 0.0594, 'acousticness': 0.169, 'instrumentalness': 0.00122, 'liveness': 0.0778, 'valence': 0.892, 'tempo': 104.411}",0
1589,"""top of the world""",the carpenters,1974,3ZzJHsTIVfhI9VOHFBDsbf,top of the world,the ventures,169280,"{'danceability': 0.559, 'energy': 0.441, 'key': 10, 'loudness': -12.728, 'mode': 1, 'speechiness': 0.0243, 'acousticness': 0.338, 'instrumentalness': 0.865, 'liveness': 0.292, 'valence': 0.844, 'tempo': 97.533}",0
1590,"""the joker""",steve miller band,1974,1bp2IO61zbQrbWNmKKxg3f,the joker,steve miller band,264503,"{'danceability': 0.596, 'energy': 0.448, 'key': 5, 'loudness': -9.616, 'mode': 1, 'speechiness': 0.0396, 'acousticness': 0.365, 'instrumentalness': 5.3e-06, 'liveness': 0.206, 'valence': 0.796, 'tempo': 83.293}",0
1591,"""ive got to use my imagination""",gladys knight & the pips,1974,5r3q5qzU1LoxfORgwuvLCa,ive got to use my imagination,gladys knight & the pips,210480,"{'danceability': 0.933, 'energy': 0.758, 'key': 9, 'loudness': -12.105, 'mode': 0, 'speechiness': 0.0397, 'acousticness': 0.275, 'instrumentalness': 0.0531, 'liveness': 0.073, 'valence': 0.968, 'tempo': 121.126}",0
1592,"""the show must go on""",three dog night,1974,4MD7QeIz9dH9U6WMJxKqfB,the show must go on,three dog night,207333,"{'danceability': 0.596, 'energy': 0.643, 'key': 5, 'loudness': -11.511, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.107, 'instrumentalness': 0.00173, 'liveness': 0.129, 'valence': 0.735, 'tempo': 101.484}",0
1593,"""rock the boat""",the hues corporation,1974,6LWEOOT4Ah5bSSFKNGZ3wG,rock the boat 4love,the hues corporation,304000,"{'danceability': 0.767, 'energy': 0.62, 'key': 1, 'loudness': -10.095, 'mode': 1, 'speechiness': 0.213, 'acousticness': 0.112, 'instrumentalness': 0, 'liveness': 0.363, 'valence': 0.603, 'tempo': 99.925}",0
1594,"""smokin in the boys room""",brownsville station,1974,1AIGp3gpj1NXJvh3engmUQ,smokin in the boys room,brownsville station,176453,"{'danceability': 0.575, 'energy': 0.756, 'key': 2, 'loudness': -9.414, 'mode': 1, 'speechiness': 0.0544, 'acousticness': 0.735, 'instrumentalness': 0.0401, 'liveness': 0.0755, 'valence': 0.844, 'tempo': 127.434}",0
1595,"""living for the city""",stevie wonder,1974,1O1mCVN5hue4lOOqd5EysZ,living for the city,stevie wonder,219306,"{'danceability': 0.708, 'energy': 0.538, 'key': 11, 'loudness': -10.28, 'mode': 1, 'speechiness': 0.0686, 'acousticness': 0.256, 'instrumentalness': 0, 'liveness': 0.193, 'valence': 0.651, 'tempo': 98.233}",0
1596,"""then came you""",dionne warwick & the spinners,1974,3sFgcM3PVMvJ95n7mQJTU4,then came you,dionne warwick,240506,"{'danceability': 0.817, 'energy': 0.799, 'key': 9, 'loudness': -6.542, 'mode': 0, 'speechiness': 0.104, 'acousticness': 0.426, 'instrumentalness': 0, 'liveness': 0.503, 'valence': 0.71, 'tempo': 116.333}",0
1597,"""the night chicago died""",paper lace,1974,4f4RRYN3R7glPElFjeoUnC,the night chicago died,paper lace,203333,"{'danceability': 0.767, 'energy': 0.45, 'key': 0, 'loudness': -12.352, 'mode': 1, 'speechiness': 0.0824, 'acousticness': 0.347, 'instrumentalness': 0, 'liveness': 0.113, 'valence': 0.809, 'tempo': 106.847}",0
1598,"""the entertainer""",marvin hamlisch,1974,3qq7parQQaohn9N7qKrKtE,the entertainer - the sting/soundtrack version/orchestra version,marvin hamlisch,183360,"{'danceability': 0.615, 'energy': 0.386, 'key': 0, 'loudness': -11.662, 'mode': 1, 'speechiness': 0.0904, 'acousticness': 0.873, 'instrumentalness': 0.778, 'liveness': 0.0887, 'valence': 0.365, 'tempo': 156.85}",0
1599,"""waterloo""",abba,1974,3Dy4REq8O09IlgiwuHQ3sk,waterloo,abba,168960,"{'danceability': 0.445, 'energy': 0.949, 'key': 2, 'loudness': -4.682, 'mode': 1, 'speechiness': 0.0471, 'acousticness': 0.395, 'instrumentalness': 8.18e-06, 'liveness': 0.0902, 'valence': 0.653, 'tempo': 147.604}",0
1600,"""the air that i breathe""",the hollies,1974,6yLIqXX9edg1x0HZS7cZEv,the air that i breathe - 2008 remaster,the hollies,257106,"{'danceability': 0.279, 'energy': 0.473, 'key': 4, 'loudness': -8.375, 'mode': 0, 'speechiness': 0.0309, 'acousticness': 0.242, 'instrumentalness': 0.00164, 'liveness': 0.158, 'valence': 0.246, 'tempo': 167.792}",0
1601,"""rikki dont lose that number""",steely dan,1974,18a9EGG4xhRELv7bgAw5hb,rikki dont lose that number,steely dan,271093,"{'danceability': 0.656, 'energy': 0.462, 'key': 11, 'loudness': -14.072, 'mode': 0, 'speechiness': 0.0373, 'acousticness': 0.518, 'instrumentalness': 0.000137, 'liveness': 0.091, 'valence': 0.642, 'tempo': 116.049}",0
1602,"""mockingbird""",carly simon & james taylor,1974,561jH07mF1jHuk7KlaeF0s,mockingbird,eminem,250760,"{'danceability': 0.637, 'energy': 0.678, 'key': 0, 'loudness': -3.798, 'mode': 1, 'speechiness': 0.266, 'acousticness': 0.209, 'instrumentalness': 0, 'liveness': 0.156, 'valence': 0.254, 'tempo': 84.039}",0
1603,"""help me""",joni mitchell,1974,72D79mMBu1fs0DbnUU7Ecq,can you help me,$not,173000,"{'danceability': 0.673, 'energy': 0.477, 'key': 10, 'loudness': -8.258, 'mode': 1, 'speechiness': 0.0705, 'acousticness': 0.538, 'instrumentalness': 0.339, 'liveness': 0.135, 'valence': 0.509, 'tempo': 179.934}",1
1604,"""you wont see me""",anne murray,1974,22QLjELWmorybFaEvm5pX2,you wont see me,anne murray,246400,"{'danceability': 0.676, 'energy': 0.646, 'key': 11, 'loudness': -9.772, 'mode': 1, 'speechiness': 0.0333, 'acousticness': 0.583, 'instrumentalness': 0, 'liveness': 0.0786, 'valence': 0.809, 'tempo': 114.828}",0
1605,"""never, never gonna give you up""",barry white,1974,1YwM86VfyDhJv5obDMMjp5,"never, never gonna give you up",lisa stansfield,301973,"{'danceability': 0.54, 'energy': 0.82, 'key': 11, 'loudness': -6.215, 'mode': 0, 'speechiness': 0.0725, 'acousticness': 0.0668, 'instrumentalness': 4.67e-06, 'liveness': 0.558, 'valence': 0.698, 'tempo': 84.716}",0
1606,"""tell me something good""",rufus & chaka khan,1974,1OO2Fp9PsnaayiekeXuGJX,tell me something good,rufus & chaka khan,277066,"{'danceability': 0.657, 'energy': 0.546, 'key': 1, 'loudness': -9.738, 'mode': 1, 'speechiness': 0.269, 'acousticness': 0.616, 'instrumentalness': 0, 'liveness': 0.226, 'valence': 0.757, 'tempo': 73.131}",0
1607,"""you and me against the world""",helen reddy,1974,26WupilYCvGn1OEX2CqKjN,you and me against the world,helen reddy,191706,"{'danceability': 0.384, 'energy': 0.283, 'key': 9, 'loudness': -15.493, 'mode': 1, 'speechiness': 0.0288, 'acousticness': 0.544, 'instrumentalness': 1.09e-06, 'liveness': 0.154, 'valence': 0.259, 'tempo': 78.568}",0
1608,"""rock and roll heaven""",the righteous brothers,1974,7c8fTb0e6BocxwiyRq8Gz6,rock and roll heaven,the righteous brothers,211866,"{'danceability': 0.481, 'energy': 0.76, 'key': 9, 'loudness': -8.275, 'mode': 1, 'speechiness': 0.0319, 'acousticness': 0.411, 'instrumentalness': 0, 'liveness': 0.208, 'valence': 0.844, 'tempo': 112.516}",0
1609,"""hollywood swinging""",kool & the gang,1974,6igsoAR6Co9u7Rq3U7mlOD,hollywood swinging,kool & the gang,279933,"{'danceability': 0.623, 'energy': 0.824, 'key': 6, 'loudness': -8.971, 'mode': 0, 'speechiness': 0.0479, 'acousticness': 0.0195, 'instrumentalness': 0.13, 'liveness': 0.0491, 'valence': 0.574, 'tempo': 111.356}",0
1610,"""be thankful for what you got""",william devaughn,1974,5g2sPpVq3hdk9ZuMfABrts,be thankful for what youve got - david todd remix (radio edit),william devaughn,221733,"{'danceability': 0.778, 'energy': 0.481, 'key': 6, 'loudness': -13.136, 'mode': 0, 'speechiness': 0.0553, 'acousticness': 0.00341, 'instrumentalness': 0.0103, 'liveness': 0.105, 'valence': 0.878, 'tempo': 107.183}",0
1611,"""hang on in there baby""",johnny bristol,1974,4RYNJVKgNpwSZguajVfsef,hang on in there baby,johnny bristol,233720,"{'danceability': 0.593, 'energy': 0.855, 'key': 7, 'loudness': -8.421, 'mode': 1, 'speechiness': 0.0775, 'acousticness': 0.336, 'instrumentalness': 2.1e-05, 'liveness': 0.126, 'valence': 0.648, 'tempo': 96.183}",0
1612,"""eres tú""",mocedades,1974,08HeIb9BidFjKROf9ptln0,eres tú,mocedades,214573,"{'danceability': 0.415, 'energy': 0.428, 'key': 2, 'loudness': -9.313, 'mode': 1, 'speechiness': 0.0254, 'acousticness': 0.132, 'instrumentalness': 0, 'liveness': 0.297, 'valence': 0.652, 'tempo': 81.352}",0
1613,"""takin care of business""",bachman-turner overdrive,1974,0lzNXoZINVBLHWNIxKxWOo,takin care of business,bachman-turner overdrive,289893,"{'danceability': 0.724, 'energy': 0.703, 'key': 5, 'loudness': -14.007, 'mode': 1, 'speechiness': 0.0498, 'acousticness': 0.0488, 'instrumentalness': 2.69e-06, 'liveness': 0.146, 'valence': 0.965, 'tempo': 129.985}",0
1614,"""radar love""",golden earring,1974,20aASiwfsbiLlaJxLiC0PQ,radar love,golden earring,385893,"{'danceability': 0.503, 'energy': 0.468, 'key': 1, 'loudness': -16.829, 'mode': 0, 'speechiness': 0.0374, 'acousticness': 0.0256, 'instrumentalness': 0.00134, 'liveness': 0.0842, 'valence': 0.215, 'tempo': 102.451}",0
1615,"""please come to boston""",dave loggins,1974,1pfSKTDigM2xnWG2Y0AquA,please come to boston,dave loggins,246080,"{'danceability': 0.563, 'energy': 0.418, 'key': 4, 'loudness': -8.503, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.374, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.347, 'tempo': 133.493}",0
1616,"""keep on smilin""",wet willie,1974,6sHrxsewgTMPs2Di4x636C,keep on smilin,wet willie,237333,"{'danceability': 0.617, 'energy': 0.396, 'key': 7, 'loudness': -15.925, 'mode': 1, 'speechiness': 0.043, 'acousticness': 0.0933, 'instrumentalness': 0.000379, 'liveness': 0.0531, 'valence': 0.869, 'tempo': 102.848}",0
1617,"""lookin for a love""",bobby womack,1974,0M6W7eZ1FWKcFFFtzAxjzO,lookin for a love,bobby womack,153653,"{'danceability': 0.697, 'energy': 0.844, 'key': 9, 'loudness': -6.573, 'mode': 1, 'speechiness': 0.0325, 'acousticness': 0.693, 'instrumentalness': 0.395, 'liveness': 0.0883, 'valence': 0.939, 'tempo': 120.19}",0
1618,"""put your hands together""",the o'jays,1974,57yGqjGKJUIzgKWdIZo9aR,put your hands together,the ojays,247066,"{'danceability': 0.579, 'energy': 0.773, 'key': 7, 'loudness': -7.199, 'mode': 1, 'speechiness': 0.109, 'acousticness': 0.506, 'instrumentalness': 2.08e-05, 'liveness': 0.188, 'valence': 0.737, 'tempo': 141.258}",0
1619,"""on and on""",gladys knight & the pips,1974,0uIMx0KeoqyBYKHMkwyAFq,on and on,gladys knight & the pips,256333,"{'danceability': 0.859, 'energy': 0.875, 'key': 9, 'loudness': -7.306, 'mode': 0, 'speechiness': 0.0519, 'acousticness': 0.429, 'instrumentalness': 0.0546, 'liveness': 0.484, 'valence': 0.881, 'tempo': 106.561}",0
1620,"""oh very young""",cat stevens,1974,7eiNxeOC8dvYAJWgTOu6xn,oh very young,yusuf / cat stevens,156773,"{'danceability': 0.728, 'energy': 0.413, 'key': 9, 'loudness': -11.188, 'mode': 1, 'speechiness': 0.0372, 'acousticness': 0.696, 'instrumentalness': 0.000398, 'liveness': 0.0861, 'valence': 0.655, 'tempo': 111.038}",0
1621,"""leave me alone (ruby red dress)""",helen reddy,1974,2Uak7fGdGpwsgbIQWA8iCQ,leave me alone (ruby red dress),helen reddy,207533,"{'danceability': 0.655, 'energy': 0.626, 'key': 7, 'loudness': -11.386, 'mode': 1, 'speechiness': 0.0467, 'acousticness': 0.134, 'instrumentalness': 2.3e-05, 'liveness': 0.0586, 'valence': 0.874, 'tempo': 134.071}",0
1622,"""goodbye yellow brick road""",elton john,1974,4IRHwIZHzlHT1FQpRa5RdE,goodbye yellow brick road - remastered 2014,elton john,192826,"{'danceability': 0.559, 'energy': 0.473, 'key': 5, 'loudness': -7.712, 'mode': 1, 'speechiness': 0.0279, 'acousticness': 0.446, 'instrumentalness': 0.00141, 'liveness': 0.154, 'valence': 0.397, 'tempo': 121.227}",0
1623,"""(ive been) searchin so long""",chicago,1974,3xYoMBr1t3Xjm9FvHr7Qn3,"(ive been) searchin so long - live, 1975",chicago,276106,"{'danceability': 0.277, 'energy': 0.453, 'key': 0, 'loudness': -10.886, 'mode': 1, 'speechiness': 0.0304, 'acousticness': 0.0981, 'instrumentalness': 0.00547, 'liveness': 0.773, 'valence': 0.257, 'tempo': 89.683}",0
1624,"""oh my my""",ringo starr,1974,7GqOrtlqGjt5kFlPK63ErE,oh my my,ringo starr,259373,"{'danceability': 0.711, 'energy': 0.775, 'key': 0, 'loudness': -15.179, 'mode': 1, 'speechiness': 0.047, 'acousticness': 0.0274, 'instrumentalness': 0.0379, 'liveness': 0.218, 'valence': 0.963, 'tempo': 120.539}",0
1625,"""for the love of money""",the o'jays,1974,3p1JoOEhVkEnTaa4JzTMSk,for the love of money,the ojays,439866,"{'danceability': 0.679, 'energy': 0.802, 'key': 0, 'loudness': -7.739, 'mode': 1, 'speechiness': 0.0406, 'acousticness': 0.236, 'instrumentalness': 2.33e-06, 'liveness': 0.132, 'valence': 0.894, 'tempo': 97.375}",0
1626,"""i shot the sheriff""",eric clapton,1974,0UOxp1BpnD8uPQMKU4wKjz,i shot the sheriff,eric clapton,263746,"{'danceability': 0.73, 'energy': 0.639, 'key': 7, 'loudness': -11.025, 'mode': 0, 'speechiness': 0.0524, 'acousticness': 0.0853, 'instrumentalness': 0.00221, 'liveness': 0.102, 'valence': 0.658, 'tempo': 94.395}",0
1627,"""jet""",paul mccartney and wings,1974,2xq2soFR5DYGYZ2c4avHkv,jet,paul mccartney,246773,"{'danceability': 0.489, 'energy': 0.561, 'key': 9, 'loudness': -14.351, 'mode': 1, 'speechiness': 0.0342, 'acousticness': 0.00268, 'instrumentalness': 0.055, 'liveness': 0.0961, 'valence': 0.417, 'tempo': 128.895}",0
1628,"""dont let the sun go down on me""",elton john,1974,11FcfHd3SOmmrWJPGe7Y30,dont let the sun go down on me,elton john,336733,"{'danceability': 0.424, 'energy': 0.446, 'key': 0, 'loudness': -8.526, 'mode': 1, 'speechiness': 0.0261, 'acousticness': 0.121, 'instrumentalness': 1.89e-06, 'liveness': 0.0921, 'valence': 0.354, 'tempo': 139.701}",0
1629,"""tubular bells""",mike oldfield,1974,7ERSQrRptZVM7q3VOdM7OL,tubular bells - pt. i,mike oldfield,1561133,"{'danceability': 0.374, 'energy': 0.219, 'key': 4, 'loudness': -19.104, 'mode': 0, 'speechiness': 0.0343, 'acousticness': 0.564, 'instrumentalness': 0.56, 'liveness': 0.114, 'valence': 0.0579, 'tempo': 103.535}",0
1630,"""a love song""",anne murray,1974,1TvCh7rs00BamgwB98rXzA,a love song,anne murray,168533,"{'danceability': 0.507, 'energy': 0.417, 'key': 7, 'loudness': -11.004, 'mode': 1, 'speechiness': 0.0313, 'acousticness': 0.706, 'instrumentalness': 0, 'liveness': 0.195, 'valence': 0.669, 'tempo': 138.161}",0
1631,"""im leaving it up to you""",donny and marie osmond,1974,2Ar5ZYieSYLx8xfNCCgzFc,im leaving it all up to you,donny & marie osmond,168880,"{'danceability': 0.513, 'energy': 0.717, 'key': 11, 'loudness': -4.088, 'mode': 1, 'speechiness': 0.0287, 'acousticness': 0.518, 'instrumentalness': 2.22e-05, 'liveness': 0.5, 'valence': 0.812, 'tempo': 108.834}",0
1632,"""hello its me""",todd rundgren,1974,3gHFKiDanj4d2rqgHlRFFc,hello its me,todd rundgren,264093,"{'danceability': 0.578, 'energy': 0.848, 'key': 5, 'loudness': -6.842, 'mode': 1, 'speechiness': 0.0261, 'acousticness': 0.0563, 'instrumentalness': 0.00426, 'liveness': 0.0963, 'valence': 0.779, 'tempo': 87.246}",0
