index,wiki_name,wiki_artist,year,sp_id,sp_name,sp_artist,duration,audio_features,flag
4811,"""my love""",justin timberlake featuring t.i.,2006,5FgPwJ7Nh2FVmIXviKl2VF,make you feel my love,adele,212040,"{'danceability': 0.317, 'energy': 0.172, 'key': 10, 'loudness': -10.636, 'mode': 1, 'speechiness': 0.0326, 'acousticness': 0.907, 'instrumentalness': 0.000383, 'liveness': 0.105, 'valence': 0.0963, 'tempo': 65.18}",1
4812,"""shake that""",eminem featuring nate dogg,2006,0fGh0trRN1xz3s41r7V5ce,shake that,eminem,274440,"{'danceability': 0.963, 'energy': 0.643, 'key': 1, 'loudness': -5.785, 'mode': 0, 'speechiness': 0.117, 'acousticness': 0.0507, 'instrumentalness': 4.94e-05, 'liveness': 0.157, 'valence': 0.534, 'tempo': 107.005}",0
4813,"""pullin me back""",chingy featuring tyrese,2006,5hF2LnbkpnXCkksMSeWcxZ,pullin me back,chingy,234133,"{'danceability': 0.786, 'energy': 0.511, 'key': 7, 'loudness': -6.66, 'mode': 1, 'speechiness': 0.286, 'acousticness': 0.0825, 'instrumentalness': 0, 'liveness': 0.12, 'valence': 0.587, 'tempo': 80.0}",0
4814,"""bossy""",kelis featuring too short,2006,0Eu5SrReZzaJX0NLKI8tQS,bossy featuring too $hort (feat. too $hort),kelis,274946,"{'danceability': 0.906, 'energy': 0.624, 'key': 4, 'loudness': -5.556, 'mode': 1, 'speechiness': 0.179, 'acousticness': 0.000185, 'instrumentalness': 6.21e-06, 'liveness': 0.0608, 'valence': 0.775, 'tempo': 84.009}",0
4815,"""chain hang low""",jibbs,2006,0tYPj0NYa7vjlJaqlRSnJb,chain hang low,jibbs,207586,"{'danceability': 0.792, 'energy': 0.589, 'key': 4, 'loudness': -6.869, 'mode': 0, 'speechiness': 0.262, 'acousticness': 0.0259, 'instrumentalness': 0.000128, 'liveness': 0.114, 'valence': 0.778, 'tempo': 157.147}",0
4816,"""smack that""",akon featuring eminem,2006,2kQuhkFX7uSVepCD3h29g5,smack that,akon,212360,"{'danceability': 0.939, 'energy': 0.742, 'key': 5, 'loudness': -5.171, 'mode': 0, 'speechiness': 0.0467, 'acousticness': 0.321, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.924, 'tempo': 118.978}",0
4817,"""one wish""",ray j,2006,5qrzhg9Fmu8Amg2uMhHfe5,one wish,ray j,337640,"{'danceability': 0.525, 'energy': 0.652, 'key': 5, 'loudness': -7.042, 'mode': 0, 'speechiness': 0.28, 'acousticness': 0.278, 'instrumentalness': 0, 'liveness': 0.339, 'valence': 0.602, 'tempo': 127.673}",0
4818,"""sugar, were goin down""",fall out boy,2006,2TfSHkHiFO4gRztVIkggkE,"sugar, were goin down",fall out boy,229093,"{'danceability': 0.494, 'energy': 0.842, 'key': 7, 'loudness': -4.784, 'mode': 1, 'speechiness': 0.0843, 'acousticness': 0.00579, 'instrumentalness': 0, 'liveness': 0.122, 'valence': 0.574, 'tempo': 162.011}",0
4819,"""gimme that""",chris brown featuring lil wayne,2006,53ETzLQQKFCzykRbqWb1ph,gimme that,chris brown,186826,"{'danceability': 0.678, 'energy': 0.572, 'key': 11, 'loudness': -7.033, 'mode': 0, 'speechiness': 0.0466, 'acousticness': 0.00374, 'instrumentalness': 6.59e-05, 'liveness': 0.118, 'valence': 0.444, 'tempo': 87.165}",0
4820,"""i know you see it""",yung joc,2006,6giYNaycmjkbf7UmZ6RGtL,"i know you see it (feat. brandy ""ms. b"" hambrick)",yung joc,241306,"{'danceability': 0.744, 'energy': 0.368, 'key': 1, 'loudness': -6.349, 'mode': 1, 'speechiness': 0.0524, 'acousticness': 0.0702, 'instrumentalness': 0, 'liveness': 0.192, 'valence': 0.391, 'tempo': 84.018}",0
4821,"""who says you cant go home""",bon jovi featuring jennifer nettles,2006,5439qJTu5mVH9aeriwp03u,who says you cant go home,bon jovi,230280,"{'danceability': 0.537, 'energy': 0.885, 'key': 7, 'loudness': -3.641, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.0437, 'instrumentalness': 0, 'liveness': 0.274, 'valence': 0.802, 'tempo': 131.698}",0
4822,"""too little too late""",jojo,2006,4T4NLIMypdmyUwK54jECk4,too little too late,jojo,221720,"{'danceability': 0.421, 'energy': 0.799, 'key': 6, 'loudness': -5.183, 'mode': 0, 'speechiness': 0.0562, 'acousticness': 0.00871, 'instrumentalness': 1.63e-05, 'liveness': 0.0794, 'valence': 0.731, 'tempo': 82.408}",0
4823,"""touch it""",busta rhymes,2006,3HVJbdz0V402U5YggQK4Ao,touch it,busta rhymes,214960,"{'danceability': 0.658, 'energy': 0.551, 'key': 1, 'loudness': -6.62, 'mode': 1, 'speechiness': 0.37, 'acousticness': 0.0043, 'instrumentalness': 0.000108, 'liveness': 0.197, 'valence': 0.442, 'tempo': 138.335}",0
4824,"""rompe""",daddy yankee,2006,4UX9Ul3lQKvIE0awSvYkX8,rompe,daddy yankee,189040,"{'danceability': 0.687, 'energy': 0.806, 'key': 1, 'loudness': -6.019, 'mode': 0, 'speechiness': 0.0549, 'acousticness': 0.0358, 'instrumentalness': 5.83e-06, 'liveness': 0.0569, 'valence': 0.534, 'tempo': 176.064}",0
4825,"""déjà vu""",beyoncé featuring jay-z,2006,6HU7h9RYOaPRFeh0R3UeAr,deja vu,olivia rodrigo,215506,"{'danceability': 0.442, 'energy': 0.612, 'key': 2, 'loudness': -7.222, 'mode': 1, 'speechiness': 0.112, 'acousticness': 0.584, 'instrumentalness': 5.7e-06, 'liveness': 0.37, 'valence': 0.178, 'tempo': 180.917}",1
4826,"""life is a highway""",rascal flatts,2006,2Fs18NaCDuluPG1DHGw1XG,life is a highway,rascal flatts,276320,"{'danceability': 0.582, 'energy': 0.952, 'key': 5, 'loudness': -3.848, 'mode': 1, 'speechiness': 0.0731, 'acousticness': 0.00324, 'instrumentalness': 0, 'liveness': 0.223, 'valence': 0.655, 'tempo': 103.027}",0
4827,"""call me when youre sober""",evanescence,2006,663Karu2rvKLdnY0eo1n3M,call me when youre sober,evanescence,214706,"{'danceability': 0.45, 'energy': 0.883, 'key': 7, 'loudness': -4.094, 'mode': 1, 'speechiness': 0.0524, 'acousticness': 0.00193, 'instrumentalness': 0, 'liveness': 0.293, 'valence': 0.328, 'tempo': 93.41}",0
4828,"""jesus, take the wheel""",carrie underwood,2006,3lec3CzDPAxsZokPph5w87,"jesus, take the wheel",carrie underwood,226493,"{'danceability': 0.359, 'energy': 0.518, 'key': 2, 'loudness': -3.537, 'mode': 1, 'speechiness': 0.0302, 'acousticness': 0.665, 'instrumentalness': 0, 'liveness': 0.106, 'valence': 0.135, 'tempo': 76.572}",0
4829,"""show stopper""",danity kane featuring yung joc,2006,5FRIqUXfTazrtRmYEGO4G0,show stopper,danity kane,229240,"{'danceability': 0.755, 'energy': 0.408, 'key': 5, 'loudness': -10.33, 'mode': 0, 'speechiness': 0.187, 'acousticness': 0.0133, 'instrumentalness': 0, 'liveness': 0.33, 'valence': 0.465, 'tempo': 76.034}",0
4830,"""get up""",ciara featuring chamillionaire,2006,2mwRpnzDeuktsrBLgmD1dY,get up,nate dogg,228173,"{'danceability': 0.899, 'energy': 0.642, 'key': 2, 'loudness': -3.101, 'mode': 1, 'speechiness': 0.212, 'acousticness': 0.035, 'instrumentalness': 2.11e-06, 'liveness': 0.28, 'valence': 0.543, 'tempo': 91.927}",0
4831,"""we be burnin""",sean paul,2006,4kOTDj4SiZPkW1p96WMDNv,we be burnin,sean paul,213066,"{'danceability': 0.95, 'energy': 0.803, 'key': 1, 'loudness': -4.195, 'mode': 1, 'speechiness': 0.151, 'acousticness': 0.145, 'instrumentalness': 0, 'liveness': 0.0748, 'valence': 0.86, 'tempo': 117.0}",0
4832,"""hate me""",blue october,2006,1tL40tfdtUaSLek4DvDDr3,hate me,blue october,380200,"{'danceability': 0.449, 'energy': 0.691, 'key': 4, 'loudness': -5.65, 'mode': 0, 'speechiness': 0.0349, 'acousticness': 0.477, 'instrumentalness': 0, 'liveness': 0.0966, 'valence': 0.201, 'tempo': 93.267}",0
4833,"""you and me""",lifehouse,2006,0815caqt2Lytro5EIzMufT,you and me,lifehouse,195493,"{'danceability': 0.459, 'energy': 0.427, 'key': 7, 'loudness': -7.734, 'mode': 1, 'speechiness': 0.0267, 'acousticness': 0.114, 'instrumentalness': 0, 'liveness': 0.168, 'valence': 0.354, 'tempo': 139.902}",0
4834,"""beep""",pussycat dolls featuring will.i.am,2006,5TX0mfUkpGlU6j2xa00ERx,og beeper,a$ap rocky,155893,"{'danceability': 0.91, 'energy': 0.477, 'key': 2, 'loudness': -5.259, 'mode': 1, 'speechiness': 0.418, 'acousticness': 0.121, 'instrumentalness': 0, 'liveness': 0.305, 'valence': 0.313, 'tempo': 145.994}",1
4835,"""i think they like me""","dem franchize boyz featuring jermaine dupri, da brat and bow wow",2006,5a4AQWs84xeEyYUd1iC2Pn,i think they like me - remix,dem franchize boyz,282093,"{'danceability': 0.781, 'energy': 0.625, 'key': 7, 'loudness': -9.139, 'mode': 1, 'speechiness': 0.373, 'acousticness': 0.00447, 'instrumentalness': 0, 'liveness': 0.185, 'valence': 0.679, 'tempo': 83.024}",0
4836,"""say goodbye""",chris brown,2006,5F7IJrXD6Fa3EmqoYE0gU4,say goodbye,chris brown,289760,"{'danceability': 0.8, 'energy': 0.502, 'key': 1, 'loudness': -6.062, 'mode': 1, 'speechiness': 0.0371, 'acousticness': 0.00167, 'instrumentalness': 0, 'liveness': 0.0784, 'valence': 0.388, 'tempo': 115.091}",0
4837,"""waiting on the world to change""",john mayer,2006,5imShWWzwqfAJ9gXFpGAQh,waiting on the world to change,john mayer,201173,"{'danceability': 0.578, 'energy': 0.756, 'key': 2, 'loudness': -5.82, 'mode': 1, 'speechiness': 0.115, 'acousticness': 0.157, 'instrumentalness': 0.000232, 'liveness': 0.249, 'valence': 0.663, 'tempo': 176.739}",0
4838,"""soul survivor""",young jeezy featuring akon,2006,0Ss50OU9tCozI7JIywkv14,soul survivor,jeezy,280013,"{'danceability': 0.682, 'energy': 0.483, 'key': 10, 'loudness': -7.718, 'mode': 1, 'speechiness': 0.0451, 'acousticness': 0.00103, 'instrumentalness': 0, 'liveness': 0.159, 'valence': 0.108, 'tempo': 84.012}",0
4839,"""pump it""",the black eyed peas,2006,6E5pe8Zb3Od3ToEBwRxHSt,pump it (as made famous by black eyed peas instrumental cover),the beat mechanics,217720,"{'danceability': 0.736, 'energy': 0.824, 'key': 1, 'loudness': -3.401, 'mode': 0, 'speechiness': 0.145, 'acousticness': 0.000628, 'instrumentalness': 0.942, 'liveness': 0.325, 'valence': 0.755, 'tempo': 153.609}",0
4840,"""when im gone""",eminem,2006,2lRI7n5b9jlPYsEpRuots6,when im gone,eminem,281120,"{'danceability': 0.608, 'energy': 0.745, 'key': 10, 'loudness': -5.496, 'mode': 0, 'speechiness': 0.365, 'acousticness': 0.0551, 'instrumentalness': 0, 'liveness': 0.27, 'valence': 0.725, 'tempo': 150.068}",0
4841,"""hung up""",madonna,2006,3850dYVgOFIXJh5U4BFEWH,hung up,madonna,337733,"{'danceability': 0.649, 'energy': 0.647, 'key': 9, 'loudness': -7.695, 'mode': 0, 'speechiness': 0.0452, 'acousticness': 0.0039, 'instrumentalness': 0.161, 'liveness': 0.0686, 'valence': 0.405, 'tempo': 125.02}",0
4842,"""stay fly""",three 6 mafia featuring young buck and 8ball & mjg,2006,5MYFw4T2gy52pOGBN4EYHS,stay fly,three 6 mafia,236600,"{'danceability': 0.789, 'energy': 0.881, 'key': 11, 'loudness': -5.758, 'mode': 1, 'speechiness': 0.0331, 'acousticness': 0.109, 'instrumentalness': 0, 'liveness': 0.355, 'valence': 0.647, 'tempo': 133.299}",0
4843,"""love""",keyshia cole,2006,0W4NhJhcqKCqEP2GIpDCDq,love,keyshia cole,255333,"{'danceability': 0.688, 'energy': 0.519, 'key': 5, 'loudness': -4.285, 'mode': 1, 'speechiness': 0.0283, 'acousticness': 0.064, 'instrumentalness': 0, 'liveness': 0.1, 'valence': 0.318, 'tempo': 116.714}",0
4844,"""when youre mad""",ne-yo,2006,5FXOEdfNW7nYQrBWtW49Cl,when youre mad,ne-yo,222000,"{'danceability': 0.66, 'energy': 0.548, 'key': 6, 'loudness': -7.127, 'mode': 1, 'speechiness': 0.215, 'acousticness': 0.364, 'instrumentalness': 0, 'liveness': 0.108, 'valence': 0.436, 'tempo': 86.947}",0
4845,"""why you wanna""",t.i.,2006,1g0oI97rPdYuWDIpkbtQdv,why you wanna,t.i.,215000,"{'danceability': 0.802, 'energy': 0.772, 'key': 1, 'loudness': -4.893, 'mode': 0, 'speechiness': 0.192, 'acousticness': 0.358, 'instrumentalness': 0, 'liveness': 0.0603, 'valence': 0.654, 'tempo': 96.046}",0
4846,"""stupid girls""",pink,2006,1Ab6RxeKl3e07zP7Get7CX,stupid girls,p!nk,197173,"{'danceability': 0.683, 'energy': 0.886, 'key': 4, 'loudness': -5.045, 'mode': 0, 'speechiness': 0.071, 'acousticness': 0.000738, 'instrumentalness': 0.00188, 'liveness': 0.0524, 'valence': 0.566, 'tempo': 100.04}",0
4847,"""feel good inc.""",gorillaz,2006,0d28khcov6AiegSCpG5TuT,feel good inc.,gorillaz,222640,"{'danceability': 0.818, 'energy': 0.705, 'key': 6, 'loudness': -6.679, 'mode': 1, 'speechiness': 0.177, 'acousticness': 0.00836, 'instrumentalness': 0.00233, 'liveness': 0.613, 'valence': 0.772, 'tempo': 138.559}",0
4848,"""im sprung""",t-pain,2006,0DLOyyQvwPTSDKuhpzMMwA,im sprung,t-pain,231040,"{'danceability': 0.728, 'energy': 0.327, 'key': 0, 'loudness': -11.596, 'mode': 0, 'speechiness': 0.0999, 'acousticness': 0.0948, 'instrumentalness': 0, 'liveness': 0.103, 'valence': 0.195, 'tempo': 100.0}",0
4849,"""do i make you proud""",taylor hicks,2006,3lxFENvLW8nxXAbNfkZ7IJ,do i make you proud,taylor hicks,248693,"{'danceability': 0.463, 'energy': 0.524, 'key': 1, 'loudness': -8.207, 'mode': 1, 'speechiness': 0.0316, 'acousticness': 0.026, 'instrumentalness': 0, 'liveness': 0.102, 'valence': 0.308, 'tempo': 144.055}",0
4850,"""for you i will (confidence)""",teddy geiger,2006,43q9QXWgnB6b4qRq60CO0N,for you i will (confidence),kidz bop kids,230920,"{'danceability': 0.335, 'energy': 0.541, 'key': 4, 'loudness': -8.522, 'mode': 1, 'speechiness': 0.0665, 'acousticness': 0.34, 'instrumentalness': 0, 'liveness': 0.125, 'valence': 0.287, 'tempo': 86.567}",0
4851,"""irreplaceable""",beyoncé,2007,6RX5iL93VZ5fKmyvNXvF1r,irreplaceable,beyoncé,227853,"{'danceability': 0.447, 'energy': 0.694, 'key': 7, 'loudness': -4.637, 'mode': 0, 'speechiness': 0.382, 'acousticness': 0.0293, 'instrumentalness': 5.46e-06, 'liveness': 0.167, 'valence': 0.509, 'tempo': 175.868}",0
4852,"""umbrella""",rihanna featuring jay-z,2007,49FYlytm3dAAraYgpoJZux,umbrella,rihanna,275986,"{'danceability': 0.583, 'energy': 0.829, 'key': 1, 'loudness': -4.603, 'mode': 1, 'speechiness': 0.134, 'acousticness': 0.00864, 'instrumentalness': 0, 'liveness': 0.0426, 'valence': 0.575, 'tempo': 174.028}",0
4853,"""the sweet escape""",gwen stefani featuring akon,2007,66ZcOcouenzZEnzTJvoFmH,the sweet escape,gwen stefani,246466,"{'danceability': 0.756, 'energy': 0.77, 'key': 1, 'loudness': -3.502, 'mode': 1, 'speechiness': 0.0343, 'acousticness': 0.191, 'instrumentalness': 0, 'liveness': 0.178, 'valence': 0.73, 'tempo': 119.961}",0
4854,"""big girls dont cry""",fergie,2007,3Q4WeJmzxuDpzMu9QjQqbM,big girls dont cry (personal),fergie,268120,"{'danceability': 0.708, 'energy': 0.641, 'key': 7, 'loudness': -4.296, 'mode': 1, 'speechiness': 0.0335, 'acousticness': 0.205, 'instrumentalness': 0, 'liveness': 0.0945, 'valence': 0.253, 'tempo': 113.082}",0
4855,"""buy u a drank (shawty snappin)""",t-pain featuring yung joc,2007,1tkMs9wDPknQ3ZHcKDw1ES,buy u a drank (shawty snappin) (feat. yung joc),t-pain,227960,"{'danceability': 0.693, 'energy': 0.549, 'key': 1, 'loudness': -8.141, 'mode': 1, 'speechiness': 0.119, 'acousticness': 0.0109, 'instrumentalness': 0, 'liveness': 0.0677, 'valence': 0.605, 'tempo': 80.028}",0
4856,"""before he cheats""",carrie underwood,2007,0ZUo4YjG4saFnEJhdWp9Bt,before he cheats,carrie underwood,199946,"{'danceability': 0.519, 'energy': 0.749, 'key': 6, 'loudness': -3.318, 'mode': 0, 'speechiness': 0.0405, 'acousticness': 0.271, 'instrumentalness': 0, 'liveness': 0.119, 'valence': 0.29, 'tempo': 147.905}",0
4857,"""hey there delilah""",plain white t's,2007,4RCWB3V8V0dignt99LZ8vH,hey there delilah,plain white ts,232533,"{'danceability': 0.656, 'energy': 0.291, 'key': 2, 'loudness': -10.572, 'mode': 1, 'speechiness': 0.0293, 'acousticness': 0.872, 'instrumentalness': 0, 'liveness': 0.114, 'valence': 0.298, 'tempo': 103.971}",0
4858,"""i wanna love you""",akon featuring snoop dogg,2007,4xAk8Lw82G3YoVSOdVAsBx,i wanna love you,akon,247066,"{'danceability': 0.866, 'energy': 0.454, 'key': 0, 'loudness': -9.383, 'mode': 1, 'speechiness': 0.0414, 'acousticness': 0.0373, 'instrumentalness': 1.49e-06, 'liveness': 0.275, 'valence': 0.368, 'tempo': 99.985}",0
4859,"""say it right""",nelly furtado,2007,2aI21FnmY7TJVKeMaoQZ0t,say it right,nelly furtado,223080,"{'danceability': 0.872, 'energy': 0.872, 'key': 1, 'loudness': -6.328, 'mode': 1, 'speechiness': 0.139, 'acousticness': 0.0476, 'instrumentalness': 0.00112, 'liveness': 0.0543, 'valence': 0.809, 'tempo': 116.948}",0
4860,"""glamorous""",fergie featuring ludacris,2007,4KTtYhxFtFL7mBwnjkKfLm,glamorous,fergie,246573,"{'danceability': 0.81, 'energy': 0.755, 'key': 0, 'loudness': -6.408, 'mode': 1, 'speechiness': 0.201, 'acousticness': 0.288, 'instrumentalness': 0, 'liveness': 0.0857, 'valence': 0.623, 'tempo': 130.99}",0
4861,"""dont matter""",akon,2007,7I6DceMT3utDOHjcYCbrr4,dont matter,akon,293053,"{'danceability': 0.798, 'energy': 0.443, 'key': 2, 'loudness': -6.062, 'mode': 1, 'speechiness': 0.0403, 'acousticness': 0.244, 'instrumentalness': 0, 'liveness': 0.326, 'valence': 0.354, 'tempo': 125.232}",0
4862,"""girlfriend""",avril lavigne,2007,45hOioMDJktr86iKDHC8gr,girlfriend,avril lavigne,216600,"{'danceability': 0.56, 'energy': 0.959, 'key': 7, 'loudness': -2.433, 'mode': 1, 'speechiness': 0.102, 'acousticness': 0.000722, 'instrumentalness': 0.000221, 'liveness': 0.209, 'valence': 0.669, 'tempo': 163.983}",0
4863,"""makes me wonder""",maroon 5,2007,1lHXlGlve5Zx8tXLhyjDwM,makes me wonder,maroon 5,211080,"{'danceability': 0.803, 'energy': 0.851, 'key': 7, 'loudness': -2.429, 'mode': 1, 'speechiness': 0.0357, 'acousticness': 0.00485, 'instrumentalness': 0.000358, 'liveness': 0.0577, 'valence': 0.881, 'tempo': 113.996}",0
4864,"""party like a rockstar""",shop boyz,2007,07SajbxT3mMTKhbkGjVMBW,party like a rockstar - (choppa dunks remix),shop boyz,214640,"{'danceability': 0.656, 'energy': 0.92, 'key': 6, 'loudness': -4.133, 'mode': 0, 'speechiness': 0.0441, 'acousticness': 0.00495, 'instrumentalness': 0.00633, 'liveness': 0.347, 'valence': 0.784, 'tempo': 150.068}",0
4865,"""smack that""",akon featuring eminem,2007,2kQuhkFX7uSVepCD3h29g5,smack that,akon,212360,"{'danceability': 0.939, 'energy': 0.742, 'key': 5, 'loudness': -5.171, 'mode': 0, 'speechiness': 0.0467, 'acousticness': 0.321, 'instrumentalness': 0, 'liveness': 0.107, 'valence': 0.924, 'tempo': 118.978}",0
4866,"""this is why im hot""",mims,2007,0AA6zq5ArZ1sSH7VIMi4NK,this is why im hot,mims,253706,"{'danceability': 0.621, 'energy': 0.6, 'key': 8, 'loudness': -6.349, 'mode': 1, 'speechiness': 0.576, 'acousticness': 0.277, 'instrumentalness': 0, 'liveness': 0.495, 'valence': 0.485, 'tempo': 80.021}",0
4867,"""its not over""",daughtry,2007,234RqTZmnDTnxWlVciXHLD,its not over,daughtry,215026,"{'danceability': 0.428, 'energy': 0.919, 'key': 10, 'loudness': -3.245, 'mode': 0, 'speechiness': 0.0618, 'acousticness': 0.0503, 'instrumentalness': 0, 'liveness': 0.245, 'valence': 0.294, 'tempo': 145.927}",0
4868,"""the way i are""",timbaland featuring keri hilson,2007,2NkDQv8y2DkoYQURdiZCOk,the way i are - timbaland vs. nephew featuring keri hilson & d.o.e,timbaland,230120,"{'danceability': 0.615, 'energy': 0.945, 'key': 6, 'loudness': -3.752, 'mode': 1, 'speechiness': 0.0431, 'acousticness': 0.00671, 'instrumentalness': 0, 'liveness': 0.764, 'valence': 0.904, 'tempo': 119.962}",0
4869,"""fergalicious""",fergie featuring will.i.am,2007,1D066zixBwqFYqBhKgdPzp,fergalicious,fergie,292373,"{'danceability': 0.906, 'energy': 0.584, 'key': 8, 'loudness': -7.72, 'mode': 0, 'speechiness': 0.316, 'acousticness': 0.0576, 'instrumentalness': 0, 'liveness': 0.128, 'valence': 0.831, 'tempo': 129.055}",0
4870,"""crank that (soulja boy)""",soulja boy tell 'em,2007,66TRwr5uJwPt15mfFkzhbi,crank that (soulja boy),soulja boy,221933,"{'danceability': 0.736, 'energy': 0.74, 'key': 0, 'loudness': -2.18, 'mode': 1, 'speechiness': 0.0786, 'acousticness': 0.515, 'instrumentalness': 0, 'liveness': 0.0468, 'valence': 0.803, 'tempo': 140.141}",0
4871,"""give it to me""",timbaland featuring nelly furtado and justin timberlake,2007,13v3siPyvy5TTEZYmGPPse,give it to me baby,rick james,248133,"{'danceability': 0.706, 'energy': 0.727, 'key': 11, 'loudness': -8.714, 'mode': 1, 'speechiness': 0.0456, 'acousticness': 0.114, 'instrumentalness': 7.7e-05, 'liveness': 0.174, 'valence': 0.965, 'tempo': 119.55}",1
4872,"""what goes around... comes around""",justin timberlake,2007,3pD0f7hSJg2XdQ6udw5Tey,what goes around.../...comes around (interlude),justin timberlake,448573,"{'danceability': 0.687, 'energy': 0.723, 'key': 7, 'loudness': -4.751, 'mode': 1, 'speechiness': 0.0709, 'acousticness': 0.122, 'instrumentalness': 0.00102, 'liveness': 0.573, 'valence': 0.432, 'tempo': 76.0}",0
4873,"""cupids chokehold""",gym class heroes featuring patrick stump,2007,2Lhdl74nwwVGOE2Gv35QuK,cupids chokehold / breakfast in america,gym class heroes,243773,"{'danceability': 0.72, 'energy': 0.744, 'key': 1, 'loudness': -6.938, 'mode': 0, 'speechiness': 0.12, 'acousticness': 0.237, 'instrumentalness': 0, 'liveness': 0.255, 'valence': 0.619, 'tempo': 78.953}",0
4874,"""how to save a life""",the fray,2007,5fVZC9GiM4e8vu99W0Xf6J,how to save a life,the fray,262533,"{'danceability': 0.64, 'energy': 0.743, 'key': 10, 'loudness': -4.08, 'mode': 1, 'speechiness': 0.0379, 'acousticness': 0.269, 'instrumentalness': 0, 'liveness': 0.101, 'valence': 0.361, 'tempo': 122.035}",0
